#{"t_start": 1769367357.0421128, "env_id": "CustomAnt-source-v5"}
r,l,t
-49.728621,68,120.929166
21.846353,29,120.969664
-6.447338,12,120.98662
-39.913784,64,121.075588
-24.753913,42,121.134175
0.523772,21,121.16369
-16.340722,38,121.217407
-95.713274,55,121.294523
-21.454668,24,121.328167
-22.406599,14,121.347849
-27.746088,17,121.373168
-13.989867,57,121.453363
8.379721,108,121.604342
-80.292754,80,121.71652
-8.538596,34,121.764008
-34.683083,25,121.799239
-16.261491,13,121.817487
-689.036032,937,123.951819
-33.14955,61,124.036939
-28.758874,47,124.102458
-13.411665,16,124.125006
-59.043638,67,124.218442
-2.636009,34,124.266241
-14.87284,13,124.2847
-10.532096,21,124.314159
-67.520274,166,124.546234
-10.305008,70,124.643856
-58.640697,67,124.737849
-6.359609,11,124.75343
-45.268866,41,124.81076
-13.081289,40,124.866573
-30.443574,16,124.889338
-150.615981,100,125.028672
-10.480869,81,125.142024
-35.467581,78,125.25057
-4.845376,15,125.271735
2.57344,19,125.298635
-3.664386,8,125.310107
-36.218053,41,125.36742
-27.152588,31,125.41082
-8.523757,46,125.474721
-10.457113,37,125.526287
-24.299167,34,125.574131
-16.940314,26,125.610562
-34.925125,29,126.473125
-43.415497,47,126.539144
-73.357835,102,126.681103
-38.90651,25,126.716175
-37.563988,34,126.763856
-13.699575,12,126.780767
-82.681977,55,126.857635
-2.048133,19,126.884217
-9.017716,22,126.915542
-64.634231,55,126.992414
-28.478166,28,127.031517
-39.447766,50,127.101468
6.852247,63,127.189446
-10.853629,26,127.225851
-10.975756,12,127.242943
-36.359446,37,127.294715
-23.945978,33,127.341156
-92.293144,103,127.48438
-32.70654,73,127.586944
5.918125,30,127.628953
-7.820338,13,127.647286
-9.300092,34,127.694815
-33.337252,40,127.750962
-39.308597,36,127.801244
-59.820314,54,127.876314
-720.322652,1000,129.283352
-758.54009,1000,131.509031
-13.216329,13,131.52753
-7.405458,54,131.603165
0.505198,41,131.660393
-17.865803,40,131.716191
-28.998865,21,131.745556
3.976877,51,131.816828
-25.041869,19,131.843369
-36.585985,60,131.926474
-6.727663,34,131.97445
-68.17085,47,132.040807
-27.479769,15,132.061912
-19.572967,19,132.08876
-16.739922,33,132.13507
-20.007099,45,132.197757
4.398665,23,132.229909
0.138162,31,132.273262
-27.29406,84,132.390693
-0.826427,38,132.44381
-24.375582,23,132.475989
-2.423046,52,132.548654
-9.048444,14,132.568632
-27.09507,51,132.639665
-24.865154,18,132.664865
-16.665939,48,132.73187
-18.34637,8,132.743211
-5.902114,57,132.822524
-31.733319,38,132.875619
-30.311063,20,132.905121
-12.307385,11,132.921105
-6.934363,22,132.951983
-12.185868,15,132.973278
-51.367459,64,133.889376
-31.673861,24,133.923126
-66.787794,88,134.046935
-63.332766,80,134.159026
-30.069875,45,134.221774
-23.450351,28,134.262633
-10.613012,25,134.29792
-24.333361,38,134.351053
-17.884624,21,134.380535
-42.262277,29,134.42128
-127.494986,106,134.569543
-17.786498,14,134.589331
-21.524133,17,134.613267
-22.869897,23,134.64534
-9.964233,11,134.66077
-0.197072,10,134.674904
-24.822935,17,134.698811
-19.255311,49,134.767239
-31.661953,67,134.861117
19.261038,38,134.914266
8.55909,38,134.967146
-1.527936,22,134.999752
-72.019535,101,135.141627
-14.442013,26,135.177983
-32.949757,50,135.248596
-8.416631,19,135.275192
1.641648,22,135.306277
12.92207,31,135.349705
-33.286251,46,135.414117
-135.036851,94,135.545909
-27.932917,28,135.585054
-14.499458,49,135.653752
-12.335831,14,135.673725
3.073305,13,135.69216
-14.647826,38,135.745214
-13.204602,19,135.772043
-21.2406,28,135.811174
11.310751,31,135.855018
-22.658065,17,135.878955
-35.263005,32,135.923563
