#{"t_start": 1769419321.6408699, "env_id": "CustomHopper-source-v0"}
r,l,t
528.139583,201,106.557731
525.992158,192,106.781581
390.505298,138,106.940802
652.46901,211,107.183825
383.226546,165,107.376841
800.462802,286,107.708175
747.696598,280,108.037585
400.093094,164,108.233159
587.506267,205,108.474436
1415.768277,498,109.844879
1286.372649,466,110.393668
582.726226,217,110.649906
584.159459,215,110.902524
665.057767,254,111.201952
712.116194,234,111.476513
672.401806,230,112.563308
389.830916,131,112.719744
548.820724,222,112.986929
933.041319,327,113.374254
186.663966,97,113.49027
890.109862,286,113.82726
547.771248,207,114.075492
535.409786,198,114.311428
196.796111,107,114.439411
1014.407368,500,115.834872
777.172504,275,116.157816
956.701739,500,116.746311
751.985551,272,117.066319
448.134315,188,117.289092
1167.183438,500,117.877681
410.664049,165,118.073047
331.63601,148,119.043671
774.317395,242,119.321773
463.131416,169,119.515993
560.364127,194,119.741383
621.793482,205,119.981229
754.737044,259,120.285325
804.219519,302,120.637902
400.949059,156,120.823278
757.615332,278,121.149712
809.940052,263,122.255616
734.514356,246,122.541965
633.944474,206,122.783925
553.465393,229,123.055072
879.083895,315,123.427529
261.484391,123,123.573334
666.659719,220,123.834527
558.864422,195,124.065809
373.724551,137,124.228168
595.358952,211,124.476159
1323.259497,418,125.754897
338.83386,151,125.930232
800.159884,279,126.254049
441.553704,179,126.462673
1058.719312,425,126.955826
671.084241,234,127.232014
891.632859,311,127.596007
1103.587267,375,128.826616
374.345093,129,128.974848
339.952598,155,129.154924
696.469796,252,129.444567
1179.594406,500,130.02389
546.839097,215,130.274119
711.982913,268,130.582624
665.830773,249,130.868711
932.845237,347,132.073614
529.234739,179,132.283473
473.195821,187,132.504057
411.480799,149,132.680129
958.428802,328,133.06704
571.334571,210,133.31577
611.327001,205,133.556698
1185.402914,500,134.150684
609.178405,223,135.199628
879.279232,272,135.512551
1065.297415,357,135.928242
376.274217,151,136.107117
548.589317,209,136.355599
311.762576,132,136.512031
312.258301,132,136.668272
478.119009,163,136.858999
392.555651,169,137.060052
815.018641,289,138.193517
869.284918,318,138.559642
632.602744,238,138.834758
1170.895994,500,139.412714
599.977582,188,139.628671
557.504065,193,139.854354
1058.02644,369,140.287213
607.425164,227,141.37015
823.552567,267,141.683088
1131.680162,500,142.273223
321.532077,153,142.454561
640.993307,279,142.782502
1116.750648,500,143.371017
433.228461,147,143.541905
586.758272,193,144.567657
363.495859,160,144.757306
373.619041,132,144.910703
539.238836,203,145.151695
515.205966,184,145.367244
601.341145,205,145.607269
815.944843,283,145.941226
468.436069,190,146.166534
381.662331,168,146.364709
1406.515532,440,146.881318
745.915876,255,147.981507
1462.858725,500,148.56998
846.684347,277,148.894545
448.319954,178,149.104723
401.154961,141,149.269088
760.689033,269,149.585241
623.954999,224,149.849289
1259.584474,410,151.117303
1114.830264,500,151.696624
507.89207,199,151.931975
433.057485,176,152.139301
425.768927,152,152.316027
632.238676,241,152.598211
638.287296,217,152.852014
557.630697,201,153.086568
737.201889,247,154.188394
1233.513349,500,154.777971
1023.991052,340,155.178018
744.039482,253,155.473999
925.593825,335,155.866636
384.797239,157,156.051407
468.784023,157,156.234279
